,category,sub_category,techs
329,IT Security,Cyber Security,"['Symantec' 'McAfee' 'Mitre' 'Radware' 'AlienVault'
 'LANDesk Security Suite' 'Thycotic' 'Tripwire' 'Centrify' 'Splunk SOAR'
 'BurpSuite' 'Mandiant' 'FireEye HX' 'Demisto' 'ServiceNow SIR/TI' 'MISP'
 'Check Point Software Technologies' 'Tines' 'Websense Triton'
 'ThreatConnect' 'Claroty' 'Stealthbits' 'Dragos' 'FireEye EDR'
 'Oracle Cloud Security' 'Micro Focus ArcSight' 'IntSights by Rapid7'
 'Trellix' 'Libraesva' 'FireEye Helix' 'Apache Metron' 'Cymulate'
 'IronNet' 'FireEye CM' 'CloudFlare Security' 'RiskLens' 'USM Anywhere'
 'McAfee Advanced Threat Defense' 'empow' 'Hatching' 'Bidvest Noonan'
 'Hoxhunt' 'Fidelis Cybersecurity' 'Verizon Cybertrust' 'FireEye PX'
 'Intezer' 'Cygilant' 'Expel' 'deepwatch' 'ReversingLabs'
 'Symantec Integrated Cyber Defense' 'Panda Adaptive Defense 360'
 'MIR (Mandiant Intelligent Response)' 'EclecticIQ' 'D3 SOAR'
 'Chronicle Security' 'SIRP' 'Mandiant Advantage Threat Intelligence'
 'Greynoise' 'Intel471' 'Cipherpoint' 'Centripetal Networks'
 'Tripwire File Integrity Manager' 'Xpanse Cortex'
 'Vigilant Cyber Systems' 'Sevco' 'KUB Cleaner' 'Scythe' 'King & Union']"
330,Business Intelligence And Analytics,Video Analytics,"['Mux.com' 'Conviva' 'Visible Measures'
 'Dubb - Video Communication Platform - Video Yourself™' 'Google Anvato'
 'Google Cloud Video Intelligence API']"
331,Business Intelligence And Analytics,Advertising Measurement,['Moat' 'Realytics' 'Nativious' 'CPV Lab']
332,Business Intelligence And Analytics,Realtime Backend,"['PubNub' 'Cisco Prime Collaboration' 'Microsoft Azure SignalR Service'
 'Microsoft Open Data Initiative']"
333,Business Intelligence And Analytics,Visitor Analytics,['CANDDi' 'SkyGlue' 'Envoy Visitors']
334,Business Intelligence And Analytics,Analytics Dashboard,['Roistat' 'IO Technologies' 'JackBe']
335,Business Intelligence And Analytics,Data Hygiene,['SAS Data Quality' 'Ab Initio' 'SAP Information Steward']
336,Collaboration,Project Collaboration,"['G Suite' 'Slack' 'Microsoft Project' 'JIRA Software'
 'Atlassian Confluence' 'Agile CRM' 'mpower' 'QuickBase' 'Trello'
 'Freshworks' 'NetSuite' 'Asana' 'iBE.net' 'Airtable' 'Box' 'Bitrix24'
 'Smartsheet' 'Metaal HRM' 'Quip' 'Forecast' 'SAPENTA'
 'Workplace by Facebook' 'monday.com' 'ROLL' 'Redmine' 'Backlog'
 'Basecamp' 'Stride' 'Pivotal Tracker' 'Yammer' 'Wix Answers' 'Workfront'
 'Onware' 'IdeaScale' 'Breeze' 'Procore' 'Wrike' 'MangoApps' 'Aha!'
 'ClickUp' 'ProjectManager.com' 'Rally Software' 'Buildertrend' 'Podio'
 'OpenText Hightail' 'Hive' 'Elium' 'PBworks BusinessHub' 'FogBugz'
 'Huddle' 'Cascade Strategy' 'Caspio' 'Zoho Projects'
 'ServiceNow Now Platform' 'Severa Visma' 'Oracle Aconex' 'AdvancedPM'
 'VersionOne' 'Insightly' 'Microsoft Enterprise Project Management'
 'Assembla' 'Clarizen' 'Accelo' 'Microsoft Planner' 'Diligent Boards'
 'craft' 'Flowlu' 'Igloo Software' 'Mavenlink' 'Workamajig'
 'Intralinks VIA' 'OwnCloud' 'kpi.com' 'Quire' 'eBLVD Online Meetings'
 'PageProofer' 'AceProject' 'Rindle' 'Kanbanize' 'Changepoint' 'CMiC'
 'Splunk On-Call' 'Proto.io' 'Convo' 'Remember The Milk' 'Recapped'
 'Textura' 'ManageEngine ServiceDesk Plus' 'Sciforma' 'Taiga'
 'Bentley ProjectWise' 'Workzone' 'Coras' 'RFPIO' 'Targetprocess'
 ""bpm'online real estate"" 'FinancialForce PSA' 'BuildTools Software'
 'SpiraTest' 'WorkflowMax' 'simPRO Software' 'Open Atrium' 'MantisBT'
 'Resource Guru' 'Ftopia' 'iRise' 'ChatWork' 'ActiveCollab' 'Loomio'
 'Apptivo Project Management' 'NetSuite OpenAir' 'ProductPlan' 'Clinked'
 'Copper' 'SpiraTeam' 'Trimble Connect' 'Process Street' 'RealtimeBoard'
 'LiquidPlanner' 'PlanCentral' 'Nutcache' 'onepoint PROJECTS' 'Glip'
 'Celoxis' 'Projectplace by Planview' 'Hygger' 'Karbon' 'Wunderlist'
 'SpiraPlan' 'KanbanFlow' 'Todoist' 'FunctionFox' 'SwiftKanban' 'PHC FX'
 'Wimi' 'Zenkit' 'Sprintly' 'Widen Collective' 'Favro' 'ZenHub'
 'Saviom Resource Management' 'Feng Office' 'Glasscubes' 'Solve CRM'
 'Ganttic' 'Workboard' 'Kintone' 'Intellect' 'Pastel'
 'TaskRay Project Management' 'HyperOffice'
 'Oracle Fusion Project Portfolio Management' 'iMeet Central' 'Scoro'
 'Cerri' 'GenieBelt' 'UniPhi' 'Producteev' 'eXo Platform' 'TimeLog' 'Symu'
 'todo.vu' 'Easy Projects' 'OneDesk' 'Paymo' 'Bunker App' 'Intervals'
 'Timely' 'Eylean Board' 'Screenful' 'WorkBook' 'inMotion' 'Doit.im'
 'Planview LeanKit' 'Teamweek' 'Gantter' 'Metric.ai' 'Premier'
 'Mingdao.com' 'Twproject' 'Chef Automate' 'Squadcast' 'Comidor' 'Proggio'
 'HTML5 Virtual Classroom' 'Freckle' 'Samepage' 'Avaza' 'Tallium Network'
 'Project Insight' 'RationalPlan' 'Binfire' 'Drum'
 'Oracle PeopleSoft Engineering' 'Yodiz' 'Taskworld' 'CANEA ONE' 'Droplr'
 'Soonr Workplace' 'Flock - Helloflock.com' 'Ryver' 'Daptiv PPM' 'Azendoo'
 'Synergy' 'Kanbanchi for G Suite' 'Flow' 'Apollo' 'OrangeScrum'
 'Everhour' 'MinuteDock' 'Oracle Primavera Cloud' 'Nifty' 'TriggerApp'
 'Kantree' 'GanttPRO' 'Zoho Sprints' 'HarmonyPSA' 'Mvine' 'ServusConnect'
 'GlobiFlow for Podio' 'Doolphy' 'Cloud Coach' 'Comindwork' 'Zyncro'
 'Workgroups DaVinci' 'Streamtime' 'ConceptShare' 'RedmineUP Cloud'
 'farmerswife' '24SevenOffice' 'ADEACA ONE' 'Projecturf' 'airfocus'
 'Sinnaps' 'Sandglaz' 'Vorex PSA' 'Mosaic' 'ProofHub' 'TimeCamp'
 'Redbooth' 'ClientFlow' 'Productive' 'Genius Project' 'RoboHead'
 'BlueCamroo' 'BeeCanvas' 'Projectmates' 'TallyFox Tallium' 'Geekbot'
 'Admation' 'ProWorkflow' 'Meisterplan' 'VisionFlow' 'Ravetree'
 'Powernoodle' 'YetiForce CRM' 'WorkOtter' 'Broadsoft Team-One'
 'SocialJsProject' 'KPI Fire' 'Accord' 'ITM Platform' 'Leankor' 'Any.do'
 'Inspire Planner' 'ExxpertApps' 'Slope' 'DealPoint' 'Honey'
 'Function Point' 'ZilicusPM' 'Bubble Plan' 'Ignitur' 'Planzone'
 'Milestones PM+' 'Slenke' 'Teambook' 'Abtrac' 'elapseit' 'Float'
 'CHAMPS EAM' 'Actionspace' 'Hitask'
 'ProcessGene Task Management Software' 'Biorhythms Calculator' 'AgreeDo'
 'Kaseya BMS' 'Timereaction' 'StrikeBase' 'Roadmap' 'Workstack'
 'Workteam Planner' 'SprintGround' 'Orchestra PPM' 'OneSoft Connect'
 'allthings' 'oneDrum' 'GroupCamp Project' 'BUGtrack' 'Crowdbase'
 'Micro Focus Vibe' 'Taskfeed' 'Yalla' 'PlanDone' 'Jonas'
 'AlchemyWorks Projects' 'CobaltPM' 'Scrumy' 'Bolste' 'HotGloo' 'LumoFlow'
 'Redkix' 'ProjecTools Procurement' 'Crocagile'
 'ProjecTools Engineering & Commissioning' 'EARLIZ' 'Volerro' 'MOOVIA'
 'Co:tunity' 'Teamlens.io' 'Lessons Learned Database' 'Capture for Jira'
 'KeyedIn Projects' 'Drutas' '9TEAMS' 'Pareto CRM' 'SensorSix' 'HeadsUp'
 'Kaiten' 'Barvas' 'BizFirst' 'Getquantify' 'Krosswall' 'TimeXchange'
 'Aiveo' 'Roots Software' 'EagleSpace' 'Ora' 'MYCO Suite' 'eStudio'
 'FoxPlan' 'smartQ' 'Projecis' 'PineStem' 'Manage It' 'Bravo Reporting'
 'InfoCDB' 'W3B Project Management' 'DEXMA PLM +']"
337,Collaboration,Team Collaboration,"['Google Marketing Platform' 'Vidyard' 'Riter' 'Perma' 'InVision'
 'Stride by Atlassian' 'Teem (formerly EventBoard)' 'RingCentral'
 'Nextcloud' 'Atlassian Cloud' 'OpenText Hightail' 'PBworks BusinessHub'
 'Avaya Aura' 'Rhythm' 'AT&T Collaborate' 'MagicDraw' 'Coggle' 'Taskade'
 'Hiver' 'SmarterMail' 'Salesforce Chatter' 'Plutio' 'Riot' 'Teamworks'
 'Glip by RingCentral' 'Talko' 'OX App Suite' 'Facilitate' 'TeamGantt'
 'Thoughtexchange' 'Mithi SkyConnect' 'Canvanizer' 'Infolio' 'Harmon.ie'
 'Missive' 'IceWarp' 'OnBoard Board Management Software' 'Mitel MiCollab'
 'KanBo' 'Kore.ai' 'Projectplace by Planview' 'Dragonboat' 'Niice'
 'Intland' 'Crugo' 'OnSIP' 'OverDRIVE' 'Videxio' 'EGroupware' 'Axigen'
 'zipBoard' 'Boords' 'Kolab' 'Oracle Beehive' 'Starmind' 'Kahootz'
 'Talend Data Stewardship' 'VivifyScrum' 'OBM' 'Coda' 'CheckProof'
 'Bluescape' 'Speak' 'Inbox by Zendesk' 'Group Office' 'Kopano' 'Nuclino'
 'bCommunities' 'Polaris Office' 'XMind' 'AchieveIt' 'WorkSpan'
 'NetExplorer' 'Screenhero' 'MailClark' 'Swiff' 'IRCCloud' 'Sportlyzer'
 'Breezio' 'Cyn.in' 'SmartTask' 'Status Hero'
 'FlowMapp visual sitemaps & user flows' 'Breezeworks' 'Foswiki' 'Drag.'
 'Saberr Base' 'PukkaTeam' 'Filestage' 'ipushpull' 'Cronycle' 'Perdoo'
 'Zeplin' 'DiskStation' 'Evie' 'HeyScale' 'teamspace' 'Donut.ai' 'Swipes'
 'Red e App' 'HighQ Collaborate' 'Twoodo' 'Tribe Community Platform'
 'XWIKI Collaborative Work' 'Twist' 'Kicklox' 'Batterii' 'Sneek'
 'Shortlist' 'Micro Focus GroupWise' 'GroveSite' 'MyOffice'
 'Micro Focus Vibe (formerly Novell Vibe)' 'Noticeboard' 'MeetingSift'
 'Taskulu' 'Pobuca Connect' 'VIPole Private Messenger' 'GLIDR' 'Zapty'
 'Ubi' 'YellowAnt' 'Dock Intranet Portal' 'Big Purple Dot' 'Wooqer'
 'Placker' 'LookAt' 'Cerb' 'IntouchApp' 'teampage'
 'OnSemble Employee Intranet' 'TCS MasterCraft' 'InjureFree' 'Framebench'
 'TeamWork Live' 'Deckard' 'SquidHub' 'Drum Meeting' 'Pingpad for Slack'
 'Typetalk' 'Pubu' 'Zillable' 'Zaptic' 'HYFY' 'Skrumble'
 'Dradis Framework' 'Troop Messenger' 'WebIssues' 'ScribblePost' 'Orcaso'
 'MakeItRational' 'DragonForce' 'OnStage' 'Kostango' 'CoachBot' 'Easynote'
 'Earless' 'Tatsu' 'BasicOps' 'acrossio' 'Micro Focus Open Workgroup'
 'Verecho' 'Collabee' 'Collabe' '1000Minds Decision-Making Software'
 'PJIRC' 'Tocaro' 'Standup Alice' 'Intraboom' 'Scalus' 'OpenDecide'
 'AvayaLive Engage' 'Wisembly' 'Beat' 'Elastic Intranet' 'Colabus'
 'contenttap' 'Kezmo' 'Mailor' 'Team Tracker' 'parolu' 'ROSYBOA'
 'uShare.to Team' 'Adoddle' 'CGI:IRC' 'Maqpie' 'Sigmify' 'OrganisedMinds'
 'Swit' 'Skarpline' 'Brightable' 'maktApp' 'Mixboard' 'Same-Page eStudio'
 'Review19' 'Dotvoter' 'Jive-n' 'SMART for business'
 'GrowthHackers Projects' 'Hexa' 'Tandem' 'Taskblitz' 'KerioConnect'
 'ZiveBox' 'Padlet Briefcase' 'Incentive' 'FossLook' 'Run Shift Run'
 'Troopwork' 'MelpApp']"
338,Programming Languages And Frameworks,Libraries And Widgets,"['JQuery UI' 'OpenSSL' 'Elfsight' 'POWr' 'React Native' 'Adobe Flash'
 'Browser Update' 'Knockout' 'Lodash' 'LightWidget' 'SnapWidget'
 'ReactiveX' 'Amazon Widgets' 'Leaflet' 'Thrive Themes' 'CreateJS'
 'Prebid' 'Symfony' 'FeedWind' 'Flickr API' 'Openlayers' 'Composer'
 'Apache POI' 'Babel' 'Tornado' 'TickCounter' 'iframely' 'LinkWithin'
 'Ractive.js' 'Google Cloud SDK' 'SciPy' 'Feedjit' 'Quartz Scheduler'
 'Spin.js' 'Fotomoto' 'PEAR' 'Mochajs' 'Smarty' 'BouncyCastle Crypto'
 'Mongoose' 'PhantomJS' 'Estimote' 'Apache HttpComponents' 'Chai'
 'Video.js' 'Yahoo UI Library' 'Bourbon' 'Rollup.js' 'Webix UI'
 'prettyPhoto' 'PDFTron' 'Assemble' 'Gensim' 'iTextPDF' 'Scandit'
 'eZ Components' 'Joda' 'Apache Xerces' 'Ramda' 'Snap.svg' 'Sinon.JS'
 'RedLaser' 'Slimbox' 'C3.js' 'Saxon' 'Werkzeug' 'PJSIP' 'EasyEngine'
 'Stdlib' 'PreactJS' 'Apache Shiro' 'Android Wear SDK' 'OnBarcode'
 'Recharts' 'XRegExp' 'Apache Libcloud' 'The Indy Project' 'AlertifyJS'
 'Rellax' 'Calldorado' 'AmplifyJS' 'ShareKit.io'
 'Direct Web Remoting (DWR)' 'Xajax' 'Diff.io' 'InboxSDK' 'UniDAC'
 'Newaer' 'Moodstocks' 'prime[31]' 'OpenTK' 'Lasagne' 'VisionSmarts'
 'Synaptic' 'Payola' 'PathSense' 'dhtmlxPivot' 'TimeDropper'
 'Apache Clerezza' 'OpenIAB' 'FACTORIE' 'Lazy.js' 'MailCore' 'RightJS'
 'neon' 'WinJS' 'EBLearn' 'HOKO' 'Apache Any23' 'OrCAD Library Builder']"
339,Programming Languages And Frameworks,Game Development,"['Blender' 'Unreal Engine' 'Discord' 'Google Gaming' 'Unity' 'Godot'
 'Kahoot!' 'Chartboost' 'GameMaker' 'BabylonJS' 'GameAnalytics' 'LibGDX'
 'PlayFab' 'Phaser' 'Mod.io' 'Stencyl' 'CRYENGINE' 'Bandicam' 'BeamNG'
 'GameSalad' 'Box2D' 'GameSparks' 'Kivy' 'Photon' 'BuildBox' 'Cocos2d-X'
 'LOVE' ""Ren'Py"" 'MonoGame' 'PlayCanvas' 'CodeAndWeb' 'Anvil' 'Pragma'
 'Azure PlayFab' 'devtodev' 'FMOD' 'SpeedTree for Games' 'ImpactJS'
 'Panda3D' 'Spring RTS' '4A Engine' 'Marmalade' 'ThinkGaming'
 'Amazon Lumberyard' 'AppGameKit' 'Quantic Foundry' 'Kaneva'
 'GoPlay (Formerly Smartpixel)' 'AndEngine' 'Gamua Starling' 'Flixel'
 'GameRefinery' 'HaxeFlixel' 'Action!' 'AccelByte' 'Beamable' 'Moai'
 'jMonkeyEngine' 'V-Play' 'melonJS' 'Game of Whales' 'HeroEngine'
 'QICI Engine' 'AutoDesk StingRay' 'Kythera' 'ioquake3' 'CraftyJS'
 'Bidshake' 'Multiplay' 'ChilliConnect' 'Leadwerks' 'Allegro library'
 'Gamebryo' 'GDevelop' 'ClanLib SDK' 'Shiva Engine' 'Xenko' 'Goo Create'
 'Cafu Engine' 'Sparrow Game Engine' 'PhysicsJS' 'Torque 3D' 'Corona SDK'
 'ZGameEditor' 'ORX' 'Kiwi.js' 'WorldForge' 'Polycode' 'BINK' 'id Tech'
 'Vanda Engine' 'Antiryad Gx' 'Solpeo' 'Turbulenz' 'AppEasy Core SDK'
 'TentuPlay' 'Metaplay' 'Panda.js' 'Duality' 'DimensioneX' 'Applicasa'
 'Stage.js' 'Cocos2d' 'LoomSDK' 'JOGL' 'OpenGEX'
 'Object Oriented Input System' 'dim3' 'Angel2D' 'Build engine' 'Oxygine'
 'Gamelogic' 'Crystal Space' 'Yokozuna Data']"
340,Programming Languages And Frameworks,Other Dev Tools,"['Moment Timezone' 'Kubernetes-native' 'Firebug' 'Quarkus'
 'ionCube PHP Encoder' 'Vertx' 'Micronaut' 'OpenWrt'
 'IBM Rational ClearQuest' 'Upsource' 'egghead.io' 'Delphix' 'Stream'
 'Qemu' 'Amazon AppStream' 'SocialCompare' 'iTerm2' 'Apache Tika'
 'Highlight.js' 'Avi Networks' 'Celery Project' 'Asciidoctor' 'GraalVM'
 'pre-commit' 'WebVR' 'Appbot' 'DocRaptor' 'MicroBlink' 'WakaTime'
 'SABnzbd' 'Agriya' 'CodeLobster IDE' 'LayerVault' 'Apache Giraph'
 'Webtask' 'Context.io' 'phpLD (PHP Link Directory)' 'Glot' 'Helidon'
 'OCS inventory NG' 'Mockable.io' 'Linx' 'Blisk' 'EclEmma' 'AppFog'
 'GNU Automake' 'ActiveAdmin' 'ParkMyCloud' 'Ruby Together' 'Waydev'
 'PDF Tables' 'Cachify' 'Open JDK HotSpot' 'Laravel Shift'
 'Apache Archiva' 'SeaLion' 'StarUML' 'WakingApp' 'CodeStriker'
 'StackPile' 'Pull Reminders' 'Bootstrap Table' 'Kompose' 'Embold'
 'D2C.io' 'MockLab' 'OldTimer' 'Advantech WebAccess' 'Kite' 'Knopflerfish'
 'Codebrag' 'Taskware' 'Ebookglue' 'WANem' 'Responsive Media NYC'
 'Reviewable' 'BlueDragon' 'EdiFabric' 'Deploymate' 'Clonetab'
 'Micro Focus Comparex' 'Sourcetrail' 'WhizAPI' 'gSOAP' 'PHP-CSL']"
341,Programming Languages And Frameworks,Software Development Services,"['Vertex' 'Fluid' 'Bold Commerce' 'Yeti' 'CocoaPods' 'Facebook SDK'
 'American Eagle' 'Dassault Systemes' 'Andela' 'Codementor'
 'IBM Rational Rose' 'IBM ILOG' 'Netsuite Suiteflow' 'IBM SMP/E' 'Nex'
 'i3.com' 'MCS' 'mojoPortal' 'G2i' 'OnGraph' 'Netsuite Suitetalk'
 'Altoros' 'Equisolve' 'Tighten' 'RaRe Consulting' 'Adeva' 'Torchbox'
 'Xsalto' 'Cloud Technology Partners' 'Enginess' 'FileMaker Pro Advanced'
 'Cognitect' 'Vmware Vcenter Configuration Manager' 'Syncro' 'Bookster'
 'NetValue' 'Linx' 'Forest Admin' 'Unidev' 'PCH'
 'IBM Rational Software Modeler' 'Rapidsoft' 'Talentica'
 'IBM Global Process Services' 'htmlBurger' 'AWSM' 'Tarento Technologies'
 'Swift eLearning Services' 'NuAge Experts' 'Launchpeer'
 'Lemberg Solutions' 'Rozdoum' 'Netsuite Suiteflex' 'Acklen Avenue'
 'Onset' 'MetisMe' 'RailsMachine' 'Code Quest' 'ForceBrain' 'Bison Grid'
 'Hackerbay' 'Solinea' 'Sekai Lab' 'Cloud Maven' 'Blink Consulting'
 'SynLogics' 'Devspark' 'Lift Security' 'Web.Manager' 'Rainmaker Cloud'
 'Software Planet Group' 'Monsoon Company' 'Geosot' 'Gigster' 'Apostek'
 'Netsuite Quickarrow' 'E Direct Apps' 'nsight2day'
 'Everything Web Based (ewb)' 'dataSpheric']"
342,Programming Languages And Frameworks,Programming Framework,"['Font Awesome' 'ASP.NET' 'Bootstrap' 'jQuery' 'OWl Carousel'
 'Underscore.js' 'CDNjs' 'Modernizr' 'LightBox' 'Typekit' 'Select2'
 'Moment.js' 'DataTables' 'Mootools' 'list.js' 'React' 'Angularjs'
 'TweenMax' 'Prototype' 'RequireJS' 'UIkit' 'Script.Aculo.us' 'JSON'
 'Laravel' 'TinyMCE' 'Glyphicons' 'three.js' 'Moment Timezone'
 'Highcharts' 'MathJax' 'JQuery Metadata' 'Hibernate' 'dojo' 'Less'
 'Polymer' 'Chartbeat' 'Pure CSS' 'Nette Framework' 'amCharts' 'vis.js'
 '.NET 4.5' 'Flot' 'Meteor' 'sIFR' 'Symbian' 'math.js' 'Headjs'
 'Hortonworks' 'Zepto' 'jqPlot' 'kineticJS'
 'Salesforce Lightning Web Components' 'Marionette.js' 'Eclipse AspectJ'
 'MochiKit' 'Spring Boot' 'Sencha Touch' 'Coderbyte' 'EQCSS'
 'Syncfusion Essential Studio Enterprise Edition']"
343,Programming Languages And Frameworks,Cross Platform App Dev Tools,"['Azure Stack' 'PhoneGap' '4D' 'Adobe Air' 'Apache Cordova'
 'Google Dialogflow' 'QGIS' 'Azure HDInsight' 'GIMP' 'Sencha'
 'Mono Project' 'Microsoft Azure Spring Cloud' 'Appcelerator' 'Genymotion'
 'Electron' 'Azure Arc' 'Azure Storage Explorer' 'Onsen UI' 'Retool'
 'Azure Stack HCI' 'Xojo' 'Codename One' 'Cocos2d-X' 'Configure.IT'
 'DraftBit' 'Nutanix Move' 'Duet Enterprise' 'LiveCode' 'Mobiscroll'
 'Microsoft Azure Automation Account' 'Devmate' 'Windev' 'Google Knative'
 'Apache jclouds' 'Codebots' 'Embarcadero C++Builder' 'Monaca' 'Jovo'
 'Termius' 'Temasys' 'Microsoft Azure Spatial Anchors' 'WaveMaker Rapid'
 'Microsoft Roaming User Profiles' 'Apache Pivot' 'Nazar' 'Corona SDK'
 'IBM Telelogic System Architect' 'Manifoldjs'
 'Qt for Application Development' 'Software AG Entire System Server']"
344,Programming Languages And Frameworks,Charting Tools And Libraries,"['Google Charts' 'Infogram' 'TradingView' 'FusionCharts' 'StockCharts'
 'Datawrapper' 'AnyChart' 'ZingChart' 'Periscope' 'Chartblocks' 'Vizzlo'
 'C3.js' 'jQuery Sparklines' 'Teechart' 'NVD3' 'Image Charts' 'ZoomCharts'
 'Flexmonster' 'Pygal' 'AmCharts JavaScript Charts' 'Statpedia'
 'Jet Profiler' 'OrgWeaver' 'AndroidPlot' 'Timeplot' 'VINYL' 'Velocity'
 'AChartEngine' 'Chartlr' 'Plottable.js' 'ChartURL' 'AnyStock'
 'AmCharts JavaScript Stock Chart']"
345,E-commerce,Marketplace,"['Amazon Business' 'Magento Marketplace' 'AppSumo' 'RapidAPI' 'Ankorstore'
 'Go4fresh']"
346,E-commerce,Product Customization,['Artifi' 'InkXE' 'Productimize' 'MyStyle Platform']
347,IT Management,IT Management,"['Datadog' 'Amazon Simple Queue Service (SQS)' 'Jira Service Desk'
 'AppDynamics' '4me' 'AWS Elastic Beanstalk' 'Pivotal Software' 'Wrike'
 'TrueSight Pulse' 'PagerDuty' 'Ivanti' 'AWS Auto Scaling'
 'Apache Hadoop HDFS' 'Sumo Logic' 'Apache NiFi' 'OneLogin' 'AWS Budgets'
 'ConnectWise Manage' 'Spiceworks' 'CA View' 'ConnectWise Automate'
 'Comarch' 'SysAid' 'ServiceNow Orchestration' 'OpsGenie'
 'VMware vRealize Automation' 'Accelo' 'LogicMonitor' 'Apache Avro'
 'Amazon EventBridge' 'ManageEngine Desktop Central' 'Whatfix' 'IBM 3090'
 'Netwrix Auditor' 'Site24x7' 'Atera' 'Zendesk Voice' 'AWS Control Tower'
 'CrashPlan' 'IT Glue' 'xMatters' 'Apptio Platform'
 'Splunk IT Service Intelligence (ITSI)' 'IBM Datacap'
 'AWS Certificate Manager' 'Kaseya VSA' 'SolarWinds RMM' 'VMware ACE'
 'VictorOps' 'IBM Gentran' 'AWS Cost Explorer' 'HPE OneView'
 'ActiveCollab' 'Auvik' 'Cisco SMARTnet' 'IBM Control Desk'
 'ManageEngine OpManager' 'Samanage' 'Lean IX' 'Ionix' 'SUSE Manager'
 'Symantec Control Compliance Suite' 'AWS Directory Service' 'Device42'
 'NinjaRMM' 'BlueFolder' 'ServiceNow Application Portfolio Management'
 'Alfabet' 'Productiv' 'Flexera Software' 'Amazon EC2 Auto Scaling'
 'Automic Automation' 'IBM DB2 Connect' 'Nerdio' 'Pulseway'
 'IBM FileNet Content Manager' 'IBM iX' 'APIANT' 'Kintone' 'RG System'
 'CA ACF2' 'IBM Tivoli Management Framework' 'Amazon GameLift' 'CloudAlly'
 'Indeni' 'Spoke' 'InvGate Assets' 'Clarity SC' 'Dell Desktop Authority'
 'Dell EMC ViPR SRM' 'IBM 3592 Tape Cartridge' 'Serviceaide' 'Abiquo'
 'AWS Cloud Map' 'HarmonyPSA' 'ASG Mobius' 'VMware vCenter Chargeback'
 'Alloy Navigator' 'Unigma' 'IBM DB2 Analytics Accelerator'
 'SUSE for Public Cloud' 'Loom Systems' 'ProofHub'
 'Amazon FSx for Windows File Server' 'IBM 3084' 'Apache Axiom'
 'Amazon FSx for Lustre' 'IBM 3490' 'NetIQ Aegis'
 'VMware IT Business Management' 'Informatica Ultra Messaging'
 'CA Business Service Insight' 'Cloud Management Suite' 'Nutanix Xi Frame'
 'ManageEngine Patch Manager Plus' 'CA Netman' 'Kaseya BMS' 'Oveo'
 'ManageEngine AlarmsOne' 'Amazon EC2 Reserved Instances' 'Outlyer'
 'IBM Tivoli Output Manager' 'Micro Focus ChangeMan ZMF' 'ServiceWise'
 'CA PanAPT' 'CA Remote Console' 'CA MLINK' 'HPE OneSphere'
 'CA Chorus Software Manager' 'CA Endevor SCM'
 'VMware vCenter Application Discovery Manager' 'CA PDSMAN' 'CA SymDump'
 'CA TCPaccess' 'Micro Focus Orbix' 'SUSE Longhorn' 'ASG metaGlossary'
 'CA Raps' 'CA Teleview' 'IBM DB2 Big SQL' 'IBM HACP' 'ASG PerfMan'
 'CA TLMS Tape Management' 'IT Process Automation Manager'
 'K3s Lightweight Kubernetes']"
